input,sector,region,value
"Computer, Electronic and Optical Products (Section CI)","Computer, Electronic and Optical Products (Section CI)",SCO,99.97144381
"Computer, Electronic and Optical Products (Section CI)",Electrical Equipment (Section CJ),SCO,61.13364542
"Computer, Electronic and Optical Products (Section CI)",Machinery and Equipment N.E.C. (Section CK),SCO,35.49740307
"Computer, Electronic and Optical Products (Section CI)",Transport Equipment (Section CL),SCO,15.63384797
"Computer, Electronic and Optical Products (Section CI)","Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",SCO,58.23546593
"Computer, Electronic and Optical Products (Section CI)","Utilities (Section D,E)",SCO,33.94976331
"Computer, Electronic and Optical Products (Section CI)",Construction (Section F),SCO,0
"Computer, Electronic and Optical Products (Section CI)","Wholesale, Retail and Repairs (Section G)",SCO,94.97591465
"Computer, Electronic and Optical Products (Section CI)",Transportation and Storage (Section H),SCO,29.11394008
"Computer, Electronic and Optical Products (Section CI)",Accommodation and Food Services (Section I),SCO,31.48584022
"Computer, Electronic and Optical Products (Section CI)",Information and Communication (Section J),SCO,21.99214452
"Computer, Electronic and Optical Products (Section CI)",Financial and Insurance (Section K),SCO,20.98170129
"Computer, Electronic and Optical Products (Section CI)",Real Estate Activities (Section L),SCO,3.168675767
"Computer, Electronic and Optical Products (Section CI)","Professional, Scientific & Technical (Section M)",SCO,69.38386401
"Computer, Electronic and Optical Products (Section CI)",Administrative and Support Services (Section N),SCO,28.96996285
"Computer, Electronic and Optical Products (Section CI)",Public administration and defence; compulsory social security (Section O),SCO,1.171335445
"Computer, Electronic and Optical Products (Section CI)",Education (Section P),SCO,2.55510499
"Computer, Electronic and Optical Products (Section CI)",Other Services (Section (Q-U),SCO,8.351634738
Electrical Equipment (Section CJ),"Agriculture, Forestry and Fishing (Section A)",SCO,0
Electrical Equipment (Section CJ),Mining & Quarrying (Section B),SCO,0.883240052
Electrical Equipment (Section CJ),"Food Products, Beverages and Tobacco Products (Section CA)",SCO,4.045797072
Electrical Equipment (Section CJ),"Textiles, Wearing Apparel and Leather (Section CB)",SCO,0
Electrical Equipment (Section CJ),"Wood and Paper Products, and Printing (Section CC)",SCO,6.27922445
Electrical Equipment (Section CJ),"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",SCO,17.19477036
Electrical Equipment (Section CJ),Basic Pharmaceuticals and Their Products (Section CF),SCO,0
Electrical Equipment (Section CJ),"Rubber, Plastic and Other Non-Metallic Mineral Products (Section CG)",SCO,11.28734952
Electrical Equipment (Section CJ),"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",SCO,69.19042097
Electrical Equipment (Section CJ),"Computer, Electronic and Optical Products (Section CI)",SCO,63.8717215
Electrical Equipment (Section CJ),Electrical Equipment (Section CJ),SCO,50.970961
Electrical Equipment (Section CJ),Machinery and Equipment N.E.C. (Section CK),SCO,32.19558247
Electrical Equipment (Section CJ),Transport Equipment (Section CL),SCO,12.41328473
Electrical Equipment (Section CJ),"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",SCO,49.38480079
Electrical Equipment (Section CJ),"Utilities (Section D,E)",SCO,7.594192164
Electrical Equipment (Section CJ),Construction (Section F),SCO,0.991162317
Electrical Equipment (Section CJ),"Wholesale, Retail and Repairs (Section G)",SCO,32.72868472
Electrical Equipment (Section CJ),Transportation and Storage (Section H),SCO,13.38538088
Electrical Equipment (Section CJ),Accommodation and Food Services (Section I),SCO,0.577871849
Electrical Equipment (Section CJ),Information and Communication (Section J),SCO,4.634902617
Electrical Equipment (Section CJ),Financial and Insurance (Section K),SCO,14.39485056
Electrical Equipment (Section CJ),Real Estate Activities (Section L),SCO,1.614455627
Electrical Equipment (Section CJ),"Professional, Scientific & Technical (Section M)",SCO,6.75570671
Electrical Equipment (Section CJ),Administrative and Support Services (Section N),SCO,6.238738686
Electrical Equipment (Section CJ),Public administration and defence; compulsory social security (Section O),SCO,0.254038752
Electrical Equipment (Section CJ),Education (Section P),SCO,0.577686977
Electrical Equipment (Section CJ),Other Services (Section (Q-U),SCO,0.525516159
Machinery and Equipment N.E.C. (Section CK),"Agriculture, Forestry and Fishing (Section A)",SCO,0
Machinery and Equipment N.E.C. (Section CK),Mining & Quarrying (Section B),SCO,0
Machinery and Equipment N.E.C. (Section CK),"Food Products, Beverages and Tobacco Products (Section CA)",SCO,15.75618023
Machinery and Equipment N.E.C. (Section CK),"Textiles, Wearing Apparel and Leather (Section CB)",SCO,0
Machinery and Equipment N.E.C. (Section CK),"Wood and Paper Products, and Printing (Section CC)",SCO,24.68375092
Machinery and Equipment N.E.C. (Section CK),"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",SCO,40.69312927
Machinery and Equipment N.E.C. (Section CK),Basic Pharmaceuticals and Their Products (Section CF),SCO,0
Machinery and Equipment N.E.C. (Section CK),"Rubber, Plastic and Other Non-Metallic Mineral Products (Section CG)",SCO,52.43908044
Machinery and Equipment N.E.C. (Section CK),"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",SCO,401.9982094
Machinery and Equipment N.E.C. (Section CK),"Computer, Electronic and Optical Products (Section CI)",SCO,236.8395009
Machinery and Equipment N.E.C. (Section CK),Electrical Equipment (Section CJ),SCO,67.94530991
Machinery and Equipment N.E.C. (Section CK),Machinery and Equipment N.E.C. (Section CK),SCO,166.0383556
Machinery and Equipment N.E.C. (Section CK),Transport Equipment (Section CL),SCO,69.50992702
Machinery and Equipment N.E.C. (Section CK),"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",SCO,268.5287819
Machinery and Equipment N.E.C. (Section CK),"Utilities (Section D,E)",SCO,122.5876291
Machinery and Equipment N.E.C. (Section CK),Construction (Section F),SCO,19.20745511
Machinery and Equipment N.E.C. (Section CK),"Wholesale, Retail and Repairs (Section G)",SCO,166.1162006
Machinery and Equipment N.E.C. (Section CK),Transportation and Storage (Section H),SCO,30.43705442
Machinery and Equipment N.E.C. (Section CK),Accommodation and Food Services (Section I),SCO,6.849231527
Machinery and Equipment N.E.C. (Section CK),Information and Communication (Section J),SCO,32.58929817
Machinery and Equipment N.E.C. (Section CK),Financial and Insurance (Section K),SCO,70.26799749
Machinery and Equipment N.E.C. (Section CK),Real Estate Activities (Section L),SCO,4.913134795
Machinery and Equipment N.E.C. (Section CK),"Professional, Scientific & Technical (Section M)",SCO,67.8261146
Machinery and Equipment N.E.C. (Section CK),Administrative and Support Services (Section N),SCO,50.74194813
Machinery and Equipment N.E.C. (Section CK),Public administration and defence; compulsory social security (Section O),SCO,6.112694971
Machinery and Equipment N.E.C. (Section CK),Education (Section P),SCO,5.256656449
Machinery and Equipment N.E.C. (Section CK),Other Services (Section (Q-U),SCO,4.452990408
Transport Equipment (Section CL),"Agriculture, Forestry and Fishing (Section A)",SCO,0
Transport Equipment (Section CL),Mining & Quarrying (Section B),SCO,0.763747104
Transport Equipment (Section CL),"Food Products, Beverages and Tobacco Products (Section CA)",SCO,9.923357083
Transport Equipment (Section CL),"Textiles, Wearing Apparel and Leather (Section CB)",SCO,25.12429918
Transport Equipment (Section CL),"Wood and Paper Products, and Printing (Section CC)",SCO,54.68938061
Transport Equipment (Section CL),"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",SCO,64.76625825
Transport Equipment (Section CL),Basic Pharmaceuticals and Their Products (Section CF),SCO,0
Transport Equipment (Section CL),"Rubber, Plastic and Other Non-Metallic Mineral Products (Section CG)",SCO,63.92354348
Transport Equipment (Section CL),"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",SCO,304.3065568
Transport Equipment (Section CL),"Computer, Electronic and Optical Products (Section CI)",SCO,292.4871645
Transport Equipment (Section CL),Electrical Equipment (Section CJ),SCO,46.5990576
Transport Equipment (Section CL),Machinery and Equipment N.E.C. (Section CK),SCO,178.3440792
Transport Equipment (Section CL),Transport Equipment (Section CL),SCO,1062.652457
Transport Equipment (Section CL),"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",SCO,372.0513337
Transport Equipment (Section CL),"Utilities (Section D,E)",SCO,73.6523858
Transport Equipment (Section CL),Construction (Section F),SCO,26.55129809
Transport Equipment (Section CL),"Wholesale, Retail and Repairs (Section G)",SCO,110.1387343
Transport Equipment (Section CL),Transportation and Storage (Section H),SCO,30.81984674
Transport Equipment (Section CL),Accommodation and Food Services (Section I),SCO,3.869635747
Transport Equipment (Section CL),Information and Communication (Section J),SCO,25.60203331
Transport Equipment (Section CL),Financial and Insurance (Section K),SCO,80.84368129
Transport Equipment (Section CL),Real Estate Activities (Section L),SCO,3.581035199
Transport Equipment (Section CL),"Professional, Scientific & Technical (Section M)",SCO,80.8507516
Transport Equipment (Section CL),Administrative and Support Services (Section N),SCO,28.93342616
Transport Equipment (Section CL),Public administration and defence; compulsory social security (Section O),SCO,2.731729098
Transport Equipment (Section CL),Education (Section P),SCO,3.259818808
Transport Equipment (Section CL),Other Services (Section (Q-U),SCO,4.62802765
"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)","Agriculture, Forestry and Fishing (Section A)",SCO,0
"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",Mining & Quarrying (Section B),SCO,26.500585
"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)","Food Products, Beverages and Tobacco Products (Section CA)",SCO,6.145934455
"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)","Textiles, Wearing Apparel and Leather (Section CB)",SCO,17.92361518
"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)","Wood and Paper Products, and Printing (Section CC)",SCO,45.79215496
"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)","Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",SCO,35.57871874
"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",Basic Pharmaceuticals and Their Products (Section CF),SCO,0.81277359
"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)","Rubber, Plastic and Other Non-Metallic Mineral Products (Section CG)",SCO,25.00718701
"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)","Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",SCO,76.58723282
"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)","Computer, Electronic and Optical Products (Section CI)",SCO,135.2849863
"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",Electrical Equipment (Section CJ),SCO,52.75790822
"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",Machinery and Equipment N.E.C. (Section CK),SCO,73.94324133
"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",Transport Equipment (Section CL),SCO,39.98202724
"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)","Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",SCO,152.8448057
"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)","Utilities (Section D,E)",SCO,37.63561405
"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",Construction (Section F),SCO,18.36611661
"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)","Wholesale, Retail and Repairs (Section G)",SCO,58.5582678
"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",Transportation and Storage (Section H),SCO,36.15475202
"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",Accommodation and Food Services (Section I),SCO,2.34096921
"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",Information and Communication (Section J),SCO,30.36439114
"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",Financial and Insurance (Section K),SCO,72.85904404
"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",Real Estate Activities (Section L),SCO,8.673180013
"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)","Professional, Scientific & Technical (Section M)",SCO,54.04575255
"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",Administrative and Support Services (Section N),SCO,195.0001284
"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",Public administration and defence; compulsory social security (Section O),SCO,3.422444699
"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",Education (Section P),SCO,3.153764163
"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",Other Services (Section (Q-U),SCO,5.805053446
"Utilities (Section D,E)","Agriculture, Forestry and Fishing (Section A)",SCO,11.08037486
"Utilities (Section D,E)",Mining & Quarrying (Section B),SCO,93.8546482
"Utilities (Section D,E)","Food Products, Beverages and Tobacco Products (Section CA)",SCO,26.20965812
"Utilities (Section D,E)","Textiles, Wearing Apparel and Leather (Section CB)",SCO,8.391669568
"Utilities (Section D,E)","Wood and Paper Products, and Printing (Section CC)",SCO,19.008694
"Utilities (Section D,E)","Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",SCO,93.51484457
"Utilities (Section D,E)",Basic Pharmaceuticals and Their Products (Section CF),SCO,6.822316871
"Utilities (Section D,E)","Rubber, Plastic and Other Non-Metallic Mineral Products (Section CG)",SCO,10.63407397
"Utilities (Section D,E)","Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",SCO,87.15412244
"Utilities (Section D,E)","Computer, Electronic and Optical Products (Section CI)",SCO,145.0550103
"Utilities (Section D,E)",Electrical Equipment (Section CJ),SCO,115.1425107
"Utilities (Section D,E)",Machinery and Equipment N.E.C. (Section CK),SCO,76.10198713
"Utilities (Section D,E)",Transport Equipment (Section CL),SCO,42.06619856
"Utilities (Section D,E)","Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",SCO,120.8768033
"Utilities (Section D,E)","Utilities (Section D,E)",SCO,5991.041535
"Utilities (Section D,E)",Construction (Section F),SCO,165.5257741
"Utilities (Section D,E)","Wholesale, Retail and Repairs (Section G)",SCO,163.9828245
"Utilities (Section D,E)",Transportation and Storage (Section H),SCO,199.2510345
"Utilities (Section D,E)",Accommodation and Food Services (Section I),SCO,23.35457227
"Utilities (Section D,E)",Information and Communication (Section J),SCO,116.115627
"Utilities (Section D,E)",Financial and Insurance (Section K),SCO,426.2411713
"Utilities (Section D,E)",Real Estate Activities (Section L),SCO,56.8906367
"Utilities (Section D,E)","Professional, Scientific & Technical (Section M)",SCO,236.1122033
"Utilities (Section D,E)",Administrative and Support Services (Section N),SCO,255.5134884
"Utilities (Section D,E)",Public administration and defence; compulsory social security (Section O),SCO,18.9696172
"Utilities (Section D,E)",Education (Section P),SCO,26.20221276
"Utilities (Section D,E)",Other Services (Section (Q-U),SCO,32.95778949
Construction (Section F),"Agriculture, Forestry and Fishing (Section A)",SCO,37.58395838
Construction (Section F),Mining & Quarrying (Section B),SCO,435.6528716
Construction (Section F),"Food Products, Beverages and Tobacco Products (Section CA)",SCO,45.08625676
Construction (Section F),"Textiles, Wearing Apparel and Leather (Section CB)",SCO,78.70786822
Construction (Section F),"Wood and Paper Products, and Printing (Section CC)",SCO,499.6296458
Construction (Section F),"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",SCO,367.5927155
Construction (Section F),Basic Pharmaceuticals and Their Products (Section CF),SCO,3.53682768
Construction (Section F),"Rubber, Plastic and Other Non-Metallic Mineral Products (Section CG)",SCO,798.0241344
Construction (Section F),"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",SCO,512.1807763
Construction (Section F),"Computer, Electronic and Optical Products (Section CI)",SCO,439.4508392
Construction (Section F),Electrical Equipment (Section CJ),SCO,142.7576445
Construction (Section F),Machinery and Equipment N.E.C. (Section CK),SCO,293.543846
Construction (Section F),Transport Equipment (Section CL),SCO,133.5529342
Construction (Section F),"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",SCO,488.3700658
Construction (Section F),"Utilities (Section D,E)",SCO,109.1781179
Construction (Section F),Construction (Section F),SCO,3426.399943
Construction (Section F),"Wholesale, Retail and Repairs (Section G)",SCO,388.6150868
Construction (Section F),Transportation and Storage (Section H),SCO,193.6772386
Construction (Section F),Accommodation and Food Services (Section I),SCO,30.05185285
Construction (Section F),Information and Communication (Section J),SCO,197.7171687
Construction (Section F),Financial and Insurance (Section K),SCO,281.9213162
Construction (Section F),Real Estate Activities (Section L),SCO,77.55872438
Construction (Section F),"Professional, Scientific & Technical (Section M)",SCO,734.8468379
Construction (Section F),Administrative and Support Services (Section N),SCO,547.7555478
Construction (Section F),Public administration and defence; compulsory social security (Section O),SCO,74.86800487
Construction (Section F),Education (Section P),SCO,13.12146565
Construction (Section F),Other Services (Section (Q-U),SCO,17.36191326
"Wholesale, Retail and Repairs (Section G)","Agriculture, Forestry and Fishing (Section A)",SCO,44.99212301
"Wholesale, Retail and Repairs (Section G)",Mining & Quarrying (Section B),SCO,160.259756
"Wholesale, Retail and Repairs (Section G)","Food Products, Beverages and Tobacco Products (Section CA)",SCO,742.3407103
"Wholesale, Retail and Repairs (Section G)","Textiles, Wearing Apparel and Leather (Section CB)",SCO,182.2960057
"Wholesale, Retail and Repairs (Section G)","Wood and Paper Products, and Printing (Section CC)",SCO,136.7697904
"Wholesale, Retail and Repairs (Section G)","Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",SCO,305.303264
"Wholesale, Retail and Repairs (Section G)",Basic Pharmaceuticals and Their Products (Section CF),SCO,31.44289874
"Wholesale, Retail and Repairs (Section G)","Rubber, Plastic and Other Non-Metallic Mineral Products (Section CG)",SCO,218.7782339
"Wholesale, Retail and Repairs (Section G)","Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",SCO,78.03776866
"Wholesale, Retail and Repairs (Section G)","Computer, Electronic and Optical Products (Section CI)",SCO,106.0269543
"Wholesale, Retail and Repairs (Section G)",Electrical Equipment (Section CJ),SCO,52.10080234
"Wholesale, Retail and Repairs (Section G)",Machinery and Equipment N.E.C. (Section CK),SCO,90.54543153
"Wholesale, Retail and Repairs (Section G)",Transport Equipment (Section CL),SCO,105.3144421
"Wholesale, Retail and Repairs (Section G)","Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",SCO,95.83649881
"Wholesale, Retail and Repairs (Section G)","Utilities (Section D,E)",SCO,214.7495487
"Wholesale, Retail and Repairs (Section G)",Construction (Section F),SCO,790.5180309
"Wholesale, Retail and Repairs (Section G)","Wholesale, Retail and Repairs (Section G)",SCO,399.3043979
"Wholesale, Retail and Repairs (Section G)",Transportation and Storage (Section H),SCO,1900.96135
"Wholesale, Retail and Repairs (Section G)",Accommodation and Food Services (Section I),SCO,166.052222
"Wholesale, Retail and Repairs (Section G)",Information and Communication (Section J),SCO,528.3635094
"Wholesale, Retail and Repairs (Section G)",Financial and Insurance (Section K),SCO,505.8154485
"Wholesale, Retail and Repairs (Section G)",Real Estate Activities (Section L),SCO,542.4555207
"Wholesale, Retail and Repairs (Section G)","Professional, Scientific & Technical (Section M)",SCO,706.3805117
"Wholesale, Retail and Repairs (Section G)",Administrative and Support Services (Section N),SCO,663.4628506
"Wholesale, Retail and Repairs (Section G)",Public administration and defence; compulsory social security (Section O),SCO,26.32988457
"Wholesale, Retail and Repairs (Section G)",Education (Section P),SCO,22.20972458
"Wholesale, Retail and Repairs (Section G)",Other Services (Section (Q-U),SCO,42.84320862
Transportation and Storage (Section H),"Agriculture, Forestry and Fishing (Section A)",SCO,9.824864288
Transportation and Storage (Section H),Mining & Quarrying (Section B),SCO,44.23818938
Transportation and Storage (Section H),"Food Products, Beverages and Tobacco Products (Section CA)",SCO,57.5806956
Transportation and Storage (Section H),"Textiles, Wearing Apparel and Leather (Section CB)",SCO,19.16152894
Transportation and Storage (Section H),"Wood and Paper Products, and Printing (Section CC)",SCO,28.53602339
Transportation and Storage (Section H),"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",SCO,122.564186
Transportation and Storage (Section H),Basic Pharmaceuticals and Their Products (Section CF),SCO,7.970363902
Transportation and Storage (Section H),"Rubber, Plastic and Other Non-Metallic Mineral Products (Section CG)",SCO,78.13887081
Transportation and Storage (Section H),"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",SCO,31.84517048
Transportation and Storage (Section H),"Computer, Electronic and Optical Products (Section CI)",SCO,123.1591937
Transportation and Storage (Section H),Electrical Equipment (Section CJ),SCO,42.20695803
Transportation and Storage (Section H),Machinery and Equipment N.E.C. (Section CK),SCO,75.17933131
Transportation and Storage (Section H),Transport Equipment (Section CL),SCO,139.7104783
Transportation and Storage (Section H),"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",SCO,139.3778206
Transportation and Storage (Section H),"Utilities (Section D,E)",SCO,103.3375241
Transportation and Storage (Section H),Construction (Section F),SCO,132.7105227
Transportation and Storage (Section H),"Wholesale, Retail and Repairs (Section G)",SCO,208.6723456
Transportation and Storage (Section H),Transportation and Storage (Section H),SCO,2032.476456
Transportation and Storage (Section H),Accommodation and Food Services (Section I),SCO,38.35070303
Transportation and Storage (Section H),Information and Communication (Section J),SCO,299.3400143
Transportation and Storage (Section H),Financial and Insurance (Section K),SCO,254.497862
Transportation and Storage (Section H),Real Estate Activities (Section L),SCO,90.74028259
Transportation and Storage (Section H),"Professional, Scientific & Technical (Section M)",SCO,302.2705904
Transportation and Storage (Section H),Administrative and Support Services (Section N),SCO,821.0996565
Transportation and Storage (Section H),Public administration and defence; compulsory social security (Section O),SCO,170.9575586
Transportation and Storage (Section H),Education (Section P),SCO,39.118135
Transportation and Storage (Section H),Other Services (Section (Q-U),SCO,53.82636252
Accommodation and Food Services (Section I),"Agriculture, Forestry and Fishing (Section A)",SCO,114.9530027
Accommodation and Food Services (Section I),Mining & Quarrying (Section B),SCO,17.2030043
Accommodation and Food Services (Section I),"Food Products, Beverages and Tobacco Products (Section CA)",SCO,910.285751
Accommodation and Food Services (Section I),"Textiles, Wearing Apparel and Leather (Section CB)",SCO,17.54235451
Accommodation and Food Services (Section I),"Wood and Paper Products, and Printing (Section CC)",SCO,15.19553525
Accommodation and Food Services (Section I),"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",SCO,34.90855369
Accommodation and Food Services (Section I),Basic Pharmaceuticals and Their Products (Section CF),SCO,7.60852015
Accommodation and Food Services (Section I),"Rubber, Plastic and Other Non-Metallic Mineral Products (Section CG)",SCO,4.702836564
Accommodation and Food Services (Section I),"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",SCO,2.919524193
Accommodation and Food Services (Section I),"Computer, Electronic and Optical Products (Section CI)",SCO,7.336461564
Accommodation and Food Services (Section I),Electrical Equipment (Section CJ),SCO,1.957997143
Accommodation and Food Services (Section I),Machinery and Equipment N.E.C. (Section CK),SCO,7.940069919
Accommodation and Food Services (Section I),Transport Equipment (Section CL),SCO,7.412038598
Accommodation and Food Services (Section I),"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",SCO,5.897188699
Accommodation and Food Services (Section I),"Utilities (Section D,E)",SCO,57.42648256
Accommodation and Food Services (Section I),Construction (Section F),SCO,50.88657318
Accommodation and Food Services (Section I),"Wholesale, Retail and Repairs (Section G)",SCO,116.7608054
Accommodation and Food Services (Section I),Transportation and Storage (Section H),SCO,127.021623
Accommodation and Food Services (Section I),Accommodation and Food Services (Section I),SCO,38.26862572
Accommodation and Food Services (Section I),Information and Communication (Section J),SCO,163.3743982
Accommodation and Food Services (Section I),Financial and Insurance (Section K),SCO,132.9537073
Accommodation and Food Services (Section I),Real Estate Activities (Section L),SCO,29.61881166
Accommodation and Food Services (Section I),"Professional, Scientific & Technical (Section M)",SCO,152.397695
Accommodation and Food Services (Section I),Administrative and Support Services (Section N),SCO,292.4748603
Accommodation and Food Services (Section I),Public administration and defence; compulsory social security (Section O),SCO,5.601871566
Accommodation and Food Services (Section I),Education (Section P),SCO,11.63121088
Accommodation and Food Services (Section I),Other Services (Section (Q-U),SCO,54.35870133
Information and Communication (Section J),"Agriculture, Forestry and Fishing (Section A)",SCO,3.629302844
Information and Communication (Section J),Mining & Quarrying (Section B),SCO,7.149383862
Information and Communication (Section J),"Food Products, Beverages and Tobacco Products (Section CA)",SCO,22.3099148
Information and Communication (Section J),"Textiles, Wearing Apparel and Leather (Section CB)",SCO,12.37262858
Information and Communication (Section J),"Wood and Paper Products, and Printing (Section CC)",SCO,67.84009779
Information and Communication (Section J),"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",SCO,48.100864
Information and Communication (Section J),Basic Pharmaceuticals and Their Products (Section CF),SCO,7.149383862
Information and Communication (Section J),"Rubber, Plastic and Other Non-Metallic Mineral Products (Section CG)",SCO,40.75642196
Information and Communication (Section J),"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",SCO,9.78043972
Information and Communication (Section J),"Computer, Electronic and Optical Products (Section CI)",SCO,55.04542116
Information and Communication (Section J),Electrical Equipment (Section CJ),SCO,30.01146274
Information and Communication (Section J),Machinery and Equipment N.E.C. (Section CK),SCO,25.91808699
Information and Communication (Section J),Transport Equipment (Section CL),SCO,20.05902756
Information and Communication (Section J),"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",SCO,46.55038407
Information and Communication (Section J),"Utilities (Section D,E)",SCO,50.53253192
Information and Communication (Section J),Construction (Section F),SCO,94.75096067
Information and Communication (Section J),"Wholesale, Retail and Repairs (Section G)",SCO,92.66861269
Information and Communication (Section J),Transportation and Storage (Section H),SCO,138.8046988
Information and Communication (Section J),Accommodation and Food Services (Section I),SCO,17.69907726
Information and Communication (Section J),Information and Communication (Section J),SCO,825.8193318
Information and Communication (Section J),Financial and Insurance (Section K),SCO,131.7343276
Information and Communication (Section J),Real Estate Activities (Section L),SCO,46.7944972
Information and Communication (Section J),"Professional, Scientific & Technical (Section M)",SCO,331.5461203
Information and Communication (Section J),Administrative and Support Services (Section N),SCO,309.3687661
Information and Communication (Section J),Public administration and defence; compulsory social security (Section O),SCO,2.786606476
Information and Communication (Section J),Education (Section P),SCO,42.6553101
Information and Communication (Section J),Other Services (Section (Q-U),SCO,72.57772199
Financial and Insurance (Section K),"Agriculture, Forestry and Fishing (Section A)",SCO,0
Financial and Insurance (Section K),Mining & Quarrying (Section B),SCO,0
Financial and Insurance (Section K),"Food Products, Beverages and Tobacco Products (Section CA)",SCO,80.06001277
Financial and Insurance (Section K),"Textiles, Wearing Apparel and Leather (Section CB)",SCO,31.07803794
Financial and Insurance (Section K),"Wood and Paper Products, and Printing (Section CC)",SCO,212.015246
Financial and Insurance (Section K),"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",SCO,85.7102434
Financial and Insurance (Section K),Basic Pharmaceuticals and Their Products (Section CF),SCO,0
Financial and Insurance (Section K),"Rubber, Plastic and Other Non-Metallic Mineral Products (Section CG)",SCO,24.90472628
Financial and Insurance (Section K),"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",SCO,23.23250879
Financial and Insurance (Section K),"Computer, Electronic and Optical Products (Section CI)",SCO,39.60242611
Financial and Insurance (Section K),Electrical Equipment (Section CJ),SCO,16.42839439
Financial and Insurance (Section K),Machinery and Equipment N.E.C. (Section CK),SCO,27.19811329
Financial and Insurance (Section K),Transport Equipment (Section CL),SCO,54.23447534
Financial and Insurance (Section K),"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",SCO,38.28753787
Financial and Insurance (Section K),"Utilities (Section D,E)",SCO,197.3671274
Financial and Insurance (Section K),Construction (Section F),SCO,488.0839886
